ASV,Name,Completeness,Contamination,16S_identity（%）,taxonomy,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size(bp),predicted_genome_size(Mb),GC_Content,Total_Coding_Sequences
ASV_11216,GCF_003864975.1,96.8 ,0.12,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula_A;s__Sulfuriferula_A_thiophila_[location=371..1905]_[ssu_len=1535]_[contig_len=1938],0.925,477379,312.4600286,2834181,2.9 ,0.52,2802
ASV_34881,GCA_003017855.1,96.8 ,3.97,99.2 ,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea_sp003017855_[location=184..1669]_[ssu_len=1486]_[contig_len=15835],0.834,19521,295.978763,6859684,6.8 ,0.57,6451
ASV_19724,GCA_016720465.1,96.9 ,0.56,100.0 ,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__JADJVL01;s__JADJVL01_sp016720465_[location=575420..576954]_[ssu_len=1535]_[contig_len=600091],0.898,1816503,351.3410982,3523586,3.6 ,0.64,3005
ASV_7180,GCA_016704725.1,96.9 ,0.24,100.0 ,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__JADIYM01;g__JADIYM01;s__JADIYM01_sp016705245_[location=43335..44883]_[ssu_len=1549]_[contig_len=127584],0.865,367966,334.3784,5782885,6.0 ,0.64,5000
ASV_9891,GCA_016716625.1,96.9 ,1.37,99.5 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01_sp016716625_[location=1140210..1141730]_[ssu_len=1521]_[contig_len=1839547],0.923,1839547,328.3124093,2932045,3.0 ,0.7,2756
ASV_18080,GCA_024641635.1,96.9 ,0.2,99.2 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA10649;s__UBA10649_sp024641635_[location=46403..47920]_[ssu_len=1518]_[contig_len=53540],0.934,86411,316.1022502,3060365,3.2 ,0.7,3022
ASV_12889,GCF_009792355.1,96.9 ,0.45,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__Vitreimonas_silvestris_[location=1449080..1450541]_[ssu_len=1462]_[contig_len=3864763],0.913,3864763,298.3470886,3864763,4.0 ,0.63,3950
ASV_46262,GCA_013817345.1,96.9 ,1.71,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Methylibium;s__Methylibium_sp013817345_[location=1725..3252]_[ssu_len=1528]_[contig_len=30975],0.892,31346,312.9003044,4140778,4.2 ,0.67,3942
ASV_10125,GCF_004363095.1,96.9 ,4.96,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinomycetospora;s__Actinomycetospora_succinea_[location=3872..5400]_[ssu_len=1529]_[contig_len=5483],0.921,707355,316.7453851,6465222,6.3 ,0.74,6284
ASV_33677,GCA_021741365.1,96.9 ,0.47,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B_sp903821685_[location=29716..30644]_[ssu_len=929]_[contig_len=30646],0.93,63984,315.9290918,2094874,2.2 ,0.55,2059
ASV_4207,GCA_019912685.1,97.0 ,5.41,100.0 ,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__UBA2376_sp019912685_[location=5607..7142]_[ssu_len=1536]_[contig_len=9839],0.932,5888,291.1443078,8282445,8.1 ,0.71,8863
ASV_5698,GCA_023257195.1,97.0 ,0.07,100.0 ,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__UBA12189;s__UBA12189_sp003530835_[location=712..1652]_[ssu_len=941]_[contig_len=2498],0.932,128561,318.7301452,1198512,1.2 ,0.46,1171
ASV_35664,GCA_016702655.1,97.0 ,1.03,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__CAIKUF01;s__CAIKUF01_sp016702655_[location=316069..317596]_[ssu_len=1528]_[contig_len=335153],0.883,292525,306.2207951,5086733,5.2 ,0.69,4905
ASV_46,GCA_003134785.1,97.0 ,0.79,100.0 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__AV80_sp003134785_[location=15494..17051]_[ssu_len=1558]_[contig_len=134399],0.897,281698,330.5203211,4394874,4.5 ,0.58,3986
ASV_22666,GCA_024279945.1,97.0 ,0.37,99.2 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JAJRRA01;s__JAJRRA01_sp024279945_[location=200404..201969]_[ssu_len=1566]_[contig_len=205570],0.917,69203,332.064418,3920513,4.0 ,0.54,3617
ASV_8189,GCA_004561445.1,97.0 ,0.18,100.0 ,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__UBA2834_sp004561445_[location=2395..3633]_[ssu_len=1239]_[contig_len=3756],0.882,836454,286.6937843,1063973,1.1 ,0.44,1094
ASV_3547,GCF_007992495.1,97.0 ,3.42,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella_soli_[location=22075..23560]_[ssu_len=1486]_[contig_len=40389],0.887,51837,309.4272081,9846332,9.8 ,0.66,9431
ASV_7577,GCA_016182905.1,97.0 ,1.88,99.5 ,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__GWA2-66-18_sp016182905_[location=104045..105557]_[ssu_len=1513]_[contig_len=123099],0.945,87922,348.7835738,3981423,4.0 ,0.69,3604
ASV_5044,GCA_903843255.1,97.0 ,4.68,99.7 ,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__CAIMWE01;s__CAIMWE01_sp903845115_[location=46516..47652]_[ssu_len=1137]_[contig_len=47653],0.918,43630,362.3939394,6202376,6.1 ,0.7,5247
ASV_7014,GCA_016866215.1,97.0 ,2.38,100.0 ,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__OLB14_sp016866215_[location=16781..17757]_[ssu_len=977]_[contig_len=17761],0.885,52542,288.2114583,3742704,3.8 ,0.5,3840
ASV_20515,GCA_945907095.1,97.0 ,0.26,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__RBG-16-66-20;s__RBG-16-66-20_sp005777205_[location=2..1238]_[ssu_len=1237]_[contig_len=13012],0.93,63618,289.0219665,2666995,2.7 ,0.67,2868
ASV_25591,GCA_016794805.1,97.0 ,1.06,99.2 ,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__JADJOM01_sp016794805_[location=8061..9568]_[ssu_len=1508]_[contig_len=11867],0.934,17583,319.5498822,3911338,4.0 ,0.71,3819
ASV_9570,GCA_020073485.1,97.0 ,0.98,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__Palsa-360_sp020073485_[location=328366..329891]_[ssu_len=1526]_[contig_len=483928],0.865,168044,335.6378715,5048047,5.2 ,0.59,4341
ASV_10273,GCA_001411625.1,97.0 ,5.64,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_butyricum_[location=91..1385]_[ssu_len=1295]_[contig_len=1387],0.818,92063,228.1539775,4879486,4.8 ,0.29,5858
ASV_6938,GCA_018368125.1,97.0 ,3.72,100.0 ,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia_[location=91446..92907]_[ssu_len=1462]_[contig_len=92912],0.842,89217,325.6473112,4048482,4.0 ,0.6,3496
ASV_7626,GCA_024128875.1,97.0 ,1.04,100.0 ,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__UBA9382;s__UBA9382_sp024128875_[location=78626..80146]_[ssu_len=1521]_[contig_len=265161],0.934,293010,324.9137185,4095387,4.2 ,0.72,3929
ASV_17072,GCF_018326305.1,97.1 ,0.81,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas_fastidiosa_[location=420737..422266]_[ssu_len=1530]_[contig_len=1501009],0.857,1501009,304.7395922,2504406,2.6 ,0.56,2354
ASV_21531,GCF_009765975.1,97.1 ,1.96,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__Rhodopila_sp009765975_[location=30679..32164]_[ssu_len=1486]_[contig_len=172140],0.864,332646,313.0348717,8370829,8.5 ,0.64,7714
ASV_5638,GCA_018326205.1,97.1 ,0.49,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes_ferrugineus_A_[location=3346979..3348495]_[ssu_len=1517]_[contig_len=8634199],0.893,8634199,326.4584705,8634199,8.8 ,0.73,7898
ASV_22972,GCA_016861045.1,97.1 ,0.05,99.7 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__RHKX01;s__RHKX01_sp008363375_[location=186355..187900]_[ssu_len=1546]_[contig_len=488115],0.92,575559,323.8522993,2703079,2.8 ,0.73,2566
ASV_6460,GCA_016871215.1,97.1 ,1.88,99.5 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__VXMN01;f__VXMN01;g__VFZK01;s__VFZK01_sp016871215_[location=4185..5699]_[ssu_len=1515]_[contig_len=14464],0.843,11516,303.7572507,5425955,5.5 ,0.58,5034
ASV_29841,GCA_016704105.1,97.1 ,1.18,99.5 ,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__FeB-14;s__FeB-14_sp016719395_[location=573170..574658]_[ssu_len=1489]_[contig_len=938072],0.893,483918,288.758405,3711359,3.8 ,0.65,3837
ASV_5719,GCA_002427845.1,97.1 ,1.57,100.0 ,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01_sp002427845_[location=22745..24301]_[ssu_len=1557]_[contig_len=35344],0.832,28582,298.9279297,5388017,5.5 ,0.54,5009
ASV_2749,GCA_024644015.1,97.1 ,0.62,99.5 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Euzebyales;f__JAHELV01;g__JAHELV01;s__JAHELV01_sp024644015_[location=9389..10911]_[ssu_len=1523]_[contig_len=15956],0.895,61057,311.1305252,4002003,4.1 ,0.7,3846
ASV_3679,GCF_907163265.1,97.1 ,1.8,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Georgfuchsia;s__Georgfuchsia_toluolica_[location=1386429..1387962]_[ssu_len=1534]_[contig_len=3465762],0.89,3465762,314.259058,3501995,3.5 ,0.59,3312
ASV_11327,GCA_008667375.1,97.2 ,0,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus_sp000432435_[location=1..1387]_[ssu_len=1387]_[contig_len=50630],0.895,85783,315.5112016,2073142,2.1 ,0.45,1964
ASV_1129,GCA_903852495.1,97.2 ,2.33,100.0 ,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01_sp903852495_[location=191..1746]_[ssu_len=1556]_[contig_len=45953],0.902,32658,308.6603175,3227053,3.2 ,0.53,3150
ASV_28307,GCA_004366385.1,97.2 ,1.08,100.0 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__GMQP-bins7_sp004366385_[location=2652..4197]_[ssu_len=1546]_[contig_len=16142],0.929,67866,304.7483825,2731342,2.8 ,0.72,2782
ASV_989,GCA_023229795.1,97.2 ,7.35,100.0 ,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__0-14-0-80-60-11_sp023229795_[location=4489..6025]_[ssu_len=1537]_[contig_len=13883],0.851,44694,299.2284535,4335743,4.1 ,0.59,4119
ASV_1465,GCA_020403305.1,97.2 ,0.26,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium_sp902168225_[location=1..1191]_[ssu_len=1191]_[contig_len=22770],0.93,22011,320.8273521,3194499,3.3 ,0.38,3093
ASV_38706,GCF_004349245.1,97.2 ,3.08,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Spirillospora;s__Spirillospora_sp004349245_[location=3646..5175]_[ssu_len=1530]_[contig_len=5349],0.894,38029,319.026611,8190264,8.2 ,0.72,7666
ASV_15768,GCA_903839035.1,97.2 ,0.34,99.7 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opi-474;s__Opi-474_sp903839035_[location=6..1312]_[ssu_len=1307]_[contig_len=74798],0.915,55079,340.0502463,3392666,3.5 ,0.66,3045
ASV_14876,GCA_008679655.1,97.3 ,0.52,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis_[location=742988..744509]_[ssu_len=1522]_[contig_len=1272534],0.901,793300,361.3830193,5036842,5.2 ,0.45,4193
ASV_9391,GCA_020073705.1,97.3 ,0.89,99.2 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__Palsa-360_sp020073705_[location=11439..12972]_[ssu_len=1534]_[contig_len=18719],0.868,75176,317.9449913,3786499,3.9 ,0.58,3454
ASV_12523,GCA_019639255.1,97.3 ,0.1,99.5 ,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAHBSF01;s__JAHBSF01_sp019639255_[location=58743..60269]_[ssu_len=1527]_[contig_len=101661],0.893,55667,383.8708039,5831261,6.0 ,0.58,4528
ASV_1434,GCF_009932515.1,97.3 ,4.43,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter_A;s__Steroidobacter_A_agaridevorans_[location=281241..282774]_[ssu_len=1534]_[contig_len=407354],0.918,1140491,357.4891443,8216844,8.1 ,0.62,7047
ASV_2902,GCF_016862975.1,97.3 ,4.3,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Rugosimonospora;s__Rugosimonospora_africana_[location=133..1646]_[ssu_len=1514]_[contig_len=5362],0.886,126687,334.0039562,11125243,11.0 ,0.7,9858
ASV_21459,GCF_010669285.1,97.3 ,1.08,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Kineobactrum;s__Kineobactrum_salinum_[location=3209067..3210594]_[ssu_len=1528]_[contig_len=4649503],0.891,4649503,319.2627333,4649503,4.7 ,0.61,4339
ASV_11911,GCA_004794035.2,97.3 ,1.89,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485_sp002493045_[location=13..1002]_[ssu_len=990]_[contig_len=1011],0.898,116759,340.1316718,4826609,4.9 ,0.46,4253
ASV_30905,GCF_011960505.1,97.3 ,1.12,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia_cocleata_[location=3426..4949]_[ssu_len=1524]_[contig_len=5057],0.861,19801,304.2796377,2686880,2.7 ,0.29,2539
ASV_22370,GCA_001601815.1,97.3 ,1.06,99.7 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__Flavihumibacter_sp001601815_[location=1226..2751]_[ssu_len=1526]_[contig_len=52762],0.878,46868,338.5321166,4871497,5.0 ,0.45,4219
ASV_29497,GCA_024644435.1,97.3 ,0.15,99.2 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__JAHEKZ01;f__JAHEKZ01;g__JAHEKZ01;s__JAHEKZ01_sp024644435_[location=19..1339]_[ssu_len=1321]_[contig_len=56337],0.925,43568,308.6270185,2534486,2.6 ,0.67,2539
ASV_22481,GCA_021324435.1,97.3 ,0.58,99.7 ,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__Fen-1038;s__Fen-1038_sp021324435_[location=19703..21208]_[ssu_len=1506]_[contig_len=190414],0.917,97923,315.8656716,3110871,3.2 ,0.54,3015
ASV_6589,GCA_002478145.1,97.3 ,9.58,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__UBA7540;s__UBA7540_sp002478145_[location=1..1204]_[ssu_len=1204]_[contig_len=59720],0.822,51907,306.1459212,6337545,5.9 ,0.58,5688
ASV_52036,GCF_007747215.1,97.3 ,0.49,99.5 ,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Urbifossiella;s__Urbifossiella_limnaea_[location=3009058..3010554]_[ssu_len=1497]_[contig_len=7795793],0.901,7795793,372.8355336,7795793,8.0 ,0.71,6287
ASV_4521,GCF_000738085.1,97.3 ,5.76,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium_sp000738085_[location=3985..5516]_[ssu_len=1532]_[contig_len=6038],0.882,19995,274.3889955,4367160,4.2 ,0.65,4689
ASV_393,GCA_900618155.1,97.3 ,0.14,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina_sp000813425_[location=359592..361142]_[ssu_len=1551]_[contig_len=365750],0.841,156701,286.0500849,3600997,3.7 ,0.42,3534
ASV_17648,GCF_009720245.1,97.4 ,0.04,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium_segetis_[location=1770..3253]_[ssu_len=1484]_[contig_len=7865],0.919,15818,282.4979106,2861518,2.9 ,0.66,3111
ASV_1724,GCA_902636495.1,97.4 ,2.82,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__Wolbachia_sp902636535_[location=10..1528]_[ssu_len=1519]_[contig_len=2275],0.856,22985,298.247182,1294452,1.3 ,0.35,1242
ASV_6733,GCA_019244045.1,97.4 ,4.69,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__Gp1-AA122_sp019244045_[location=359..1871]_[ssu_len=1513]_[contig_len=2740],0.828,13406,285.3913466,6357630,6.2 ,0.57,6171
ASV_6840,GCA_022837595.1,97.4 ,3.38,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__Brooklawnia_sp022837595_[location=74..1461]_[ssu_len=1388]_[contig_len=4883],0.884,33443,291.3982229,3662745,3.6 ,0.61,3714
ASV_7387,GCA_016714495.1,97.4 ,3.36,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672_sp016714495_[location=359380..360831]_[ssu_len=1452]_[contig_len=898596],0.864,345707,274.0779276,4428533,4.4 ,0.63,4671
ASV_9321,GCF_018324255.1,97.4 ,0.6,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Polymorphospora;s__Polymorphospora_rubra_[location=5363536..5365049]_[ssu_len=1514]_[contig_len=8365212],0.885,8365212,338.2358736,8365212,8.5 ,0.72,7309
ASV_881,GCA_012927545.1,97.4 ,3.58,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719_sp012927555_[location=25251..26650]_[ssu_len=1400]_[contig_len=26651],0.904,13924,303.3770889,3727750,3.7 ,0.67,3710
ASV_2378,GCF_017814275.1,97.4 ,1.6,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Gottfriedia;s__Gottfriedia_endophyticus_[location=49..1595]_[ssu_len=1547]_[contig_len=1610],0.813,362561,278.3208543,4081322,4.1 ,0.33,3980
ASV_3158,GCA_004322015.1,97.4 ,1.96,99.7 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__FW021-bin31;s__FW021-bin31_sp004322015_[location=8..1532]_[ssu_len=1525]_[contig_len=7403],0.897,25681,334.3207221,4514884,4.5 ,0.42,4044
ASV_236,GCA_023423065.1,97.4 ,1.81,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__CADEED01_sp023423065_[location=2..1259]_[ssu_len=1258]_[contig_len=25224],0.926,58163,340.2874322,4664036,4.7 ,0.66,4241
ASV_23062,GCA_003141555.1,97.4 ,2.3,99.7 ,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__FEN-413;s__FEN-413_sp003141555_[location=29729..30490]_[ssu_len=762]_[contig_len=30490],0.92,198237,365.1578947,3792977,3.8 ,0.63,3192
ASV_10607,GCA_022722805.1,97.4 ,1.87,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_longum_[location=1791..2777]_[ssu_len=987]_[contig_len=2777],0.844,13350,285.6843184,2966857,3.0 ,0.57,2927
ASV_19315,GCA_021821365.1,97.4 ,3.72,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum;s__Noviherbaspirillum_sp021821365_[location=2..976]_[ssu_len=975]_[contig_len=48911],0.885,18050,303.7324356,5269231,5.2 ,0.61,5124
ASV_6872,GCA_005888325.1,97.4 ,2.51,100.0 ,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-14;g__AC-14;s__AC-14_sp005888325_[location=88372..89890]_[ssu_len=1519]_[contig_len=90126],0.907,82444,293.388419,4461741,4.5 ,0.7,4611
ASV_22758,GCA_900538815.1,97.4 ,0.95,99.5 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia_sp000434635_[location=120465..121402]_[ssu_len=938]_[contig_len=121402],0.883,41568,306.0782036,2679961,2.7 ,0.56,2583
ASV_19271,GCA_016215655.1,97.4 ,1.09,100.0 ,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__UBA11373;s__UBA11373_sp016215655_[location=1..899]_[ssu_len=899]_[contig_len=104700],0.924,33555,298.2316227,2089098,2.1 ,0.69,2163
ASV_13278,GCA_016722465.1,97.5 ,0.35,99.2 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter_sp016722465_[location=259456..260979]_[ssu_len=1524]_[contig_len=1312661],0.881,1314945,317.95369,5106358,5.2 ,0.41,4729
ASV_33113,GCA_004298435.1,97.5 ,0.1,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__Methylovirgula_sp004298435_[location=37500..38752]_[ssu_len=1253]_[contig_len=38752],0.863,33103,296.6726667,3088983,3.2 ,0.6,3000
ASV_14896,GCA_903835255.1,97.5 ,0.08,99.2 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358_sp903835255_[location=72776..74326]_[ssu_len=1551]_[contig_len=76610],0.88,78934,352.46084,3171445,3.3 ,0.6,2643
ASV_23886,GCA_016702955.1,97.5 ,2.01,99.5 ,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__JADJOM01_sp016713785_[location=1103892..1105398]_[ssu_len=1507]_[contig_len=2122058],0.885,1001188,323.4829182,4961593,5.0 ,0.72,4537
ASV_1626,GCA_017304135.1,97.5 ,2.25,99.7 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JAFLBB01;s__JAFLBB01_sp017304135_[location=58255..59747]_[ssu_len=1493]_[contig_len=81162],0.928,35964,344.0203315,6493284,6.5 ,0.65,5853
ASV_12188,GCA_020073345.1,97.5 ,0.35,99.7 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187_sp020073345_[location=134488..135967]_[ssu_len=1480]_[contig_len=174506],0.918,100769,330.6964193,6230231,6.4 ,0.6,5781
ASV_32878,GCA_905200495.1,97.5 ,0.09,99.2 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus_sp900547315_[location=1..1050]_[ssu_len=1050]_[contig_len=30773],0.893,84791,314.8516563,2201095,2.3 ,0.57,2083
ASV_39557,GCF_017084525.1,97.5 ,0.08,99.5 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__Baekduia_sp017084525_[location=896381..897911]_[ssu_len=1531]_[contig_len=4429519],0.94,4429519,320.6853389,4429519,4.5 ,0.75,4338
ASV_11501,GCA_020846255.1,97.5 ,5.47,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionicimonas;s__Propionicimonas_sp020846255_[location=2763..4281]_[ssu_len=1519]_[contig_len=20122],0.908,12334,302.6428399,4134094,4.0 ,0.69,4141
